"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19"
"1076521" "C0478279" "ENG" "P" "L0719763" "PF" "S0914646" "Y" "A0971662" NA "" "" "ICD10" "PT" "S45.9" "Injury of unspecified blood vessel at shoulder and upper arm level" 3 "N" NA NA
"1076522" "C0478279" "ENG" "S" "L0719764" "PF" "S0914355" "N" "A0971083" NA "" "" "ICD10" "HT" "S45" "Injury of blood vessels at shoulder and upper arm level" 3 "N" NA NA
"1076529" "C0478280" "ENG" "P" "L0719779" "PF" "S0914544" "Y" "A0971484" NA "" "" "ICD10" "PT" "S46.8" "Injury of other muscles and tendons at shoulder and upper arm level" 3 "N" NA NA
"1076534" "C0478281" "ENG" "P" "L0719780" "PF" "S0914663" "Y" "A0971695" NA "" "" "ICD10" "PT" "S46.9" "Injury of unspecified muscle and tendon at shoulder and upper arm level" 3 "N" NA NA
"1076536" "C0478281" "ENG" "S" "L0719781" "PF" "S0914479" "Y" "A0971336" NA "" "" "ICD10" "HT" "S46" "Injury of muscle and tendon at shoulder and upper arm level" 3 "N" NA NA
"1076542" "C0478282" "ENG" "P" "L0720288" "PF" "S0975479" "Y" "A1033785" NA "" "" "ICD10" "PT" "S49.8" "Other specified injuries of shoulder and upper arm" 3 "N" NA NA
"1076546" "C0478284" "ENG" "P" "L0797976" "PF" "S0847912" "Y" "A0906506" NA "" "" "ICD10" "PT" "S50.1" "Contusion of other and unspecified parts of forearm" 3 "N" NA NA
"1076552" "C0478285" "ENG" "P" "L0841512" "PF" "S0976674" "Y" "A1035120" NA "" "" "ICD10" "PT" "S50.8" "Other superficial injuries of forearm" 3 "N" 256 NA
"1076557" "C0478286" "ENG" "P" "L1225746" "PF" "S0966512" "Y" "A1023181" NA "" "" "ICD10" "PT" "S51.8" "Open wound of other parts of forearm" 3 "N" NA NA
"1076561" "C0478287" "ENG" "P" "L0841490" "PF" "S0888253" "Y" "A0946765" NA "" "" "ICD10" "PT" "S52.8" "Fracture of other parts of forearm" 3 "N" NA NA
"1076566" "C0478289" "ENG" "P" "L0732195" "PF" "S0914547" "Y" "A0971494" NA "" "" "ICD10" "PT" "S54.8" "Injury of other nerves at forearm level" 3 "N" NA NA
"1076572" "C0478290" "ENG" "P" "L0732198" "PF" "S0914671" "Y" "A0971712" NA "" "" "ICD10" "PT" "S54.9" "Injury of unspecified nerve at forearm level" 3 "N" NA NA
"1076573" "C0478290" "ENG" "S" "L0732194" "PF" "S0914506" "N" "A0971399" NA "" "" "ICD10" "HT" "S54" "Injury of nerves at forearm level" 3 "N" NA NA
"1076581" "C0478291" "ENG" "P" "L0730687" "PF" "S0914526" "Y" "A0971438" NA "" "" "ICD10" "PT" "S55.8" "Injury of other blood vessels at forearm level" 3 "N" NA NA
"1076587" "C0478292" "ENG" "P" "L0730688" "PF" "S0914641" "Y" "A0971651" NA "" "" "ICD10" "PT" "S55.9" "Injury of unspecified blood vessel at forearm level" 3 "N" NA NA
"1076588" "C0478292" "ENG" "S" "L0730689" "PF" "S0914351" "N" "A0971073" NA "" "" "ICD10" "HT" "S55" "Injury of blood vessels at forearm level" 3 "N" NA NA
"1076595" "C0478293" "ENG" "P" "L0732161" "PF" "S0914537" "Y" "A0971465" NA "" "" "ICD10" "PT" "S56.2" "Injury of other flexor muscle and tendon at forearm level" 3 "N" NA NA
"1076599" "C0478294" "ENG" "P" "L0732066" "PF" "S0914394" "Y" "A0971156" NA "" "" "ICD10" "PT" "S56.4" "Injury of extensor muscle and tendon of other finger(s) at forearm level" 3 "N" NA NA
"1076603" "C0478295" "ENG" "P" "L1225289" "PF" "S0914535" "Y" "A0971462" NA "" "" "ICD10" "PT" "S56.5" "Injury of other extensor muscle and tendon at forearm level" 3 "N" NA NA
"1076607" "C0478296" "ENG" "P" "L0732192" "PF" "S0914519" "Y" "A0971419" NA "" "" "ICD10" "PT" "S56.8" "Injury of other and unspecified muscles and tendons at forearm level" 3 "N" NA NA
"1076611" "C0478297" "ENG" "P" "L0802032" "PF" "S0851098" "Y" "A0909872" NA "" "" "ICD10" "PT" "S57.8" "Crushing injury of other parts of forearm" 3 "N" NA NA
"1076617" "C0478298" "ENG" "P" "L0695804" "PF" "S1049525" "Y" "A1107200" NA "" "" "ICD10" "PT" "S58.9" "Traumatic amputation of forearm, level unspecified" 3 "N" 256 NA
"1076619" "C0478298" "ENG" "S" "L0695806" "PF" "S1049524" "Y" "A1107198" NA "" "" "ICD10" "HT" "S58" "Traumatic amputation of forearm" 3 "N" NA NA
"1076625" "C0478302" "ENG" "P" "L0797980" "PF" "S0847914" "Y" "A0906512" NA "" "" "ICD10" "PT" "S60.2" "Contusion of other parts of wrist and hand" 3 "N" NA NA
"1076630" "C0478304" "ENG" "P" "L0850267" "PF" "S0966519" "Y" "A1023202" NA "" "" "ICD10" "PT" "S61.8" "Open wound of other parts of wrist and hand" 3 "N" NA NA
"1076634" "C0478305" "ENG" "P" "L0753504" "PF" "S0888247" "Y" "A0946749" NA "" "" "ICD10" "PT" "S62.1" "Fracture of other carpal bone(s)" 3 "N" NA NA
"1076638" "C0478306" "ENG" "P" "L0754112" "PF" "S0888251" "Y" "A0946757" NA "" "" "ICD10" "PT" "S62.3" "Fracture of other metacarpal bone" 3 "N" NA NA
"1076642" "C0478307" "ENG" "P" "L0842319" "PF" "S0888246" "Y" "A0946746" NA "" "" "ICD10" "PT" "S62.8" "Fracture of other and unspecified parts of wrist and hand" 3 "N" NA NA
"1076648" "C0478309" "ENG" "P" "L0732228" "PF" "S0914551" "Y" "A0971506" NA "" "" "ICD10" "PT" "S64.8" "Injury of other nerves at wrist and hand level" 3 "N" NA NA
"1076654" "C0478310" "ENG" "P" "L0732231" "PF" "S0914676" "Y" "A0971725" NA "" "" "ICD10" "PT" "S64.9" "Injury of unspecified nerve at wrist and hand level" 3 "N" NA NA
"1076655" "C0478310" "ENG" "S" "L0732232" "PF" "S0914509" "N" "A0971406" NA "" "" "ICD10" "HT" "S64" "Injury of nerves at wrist and hand level" 3 "N" NA NA
"1076663" "C0478311" "ENG" "P" "L0730691" "PF" "S0914531" "Y" "A0971452" NA "" "" "ICD10" "PT" "S65.8" "Injury of other blood vessels at wrist and hand level" 3 "N" NA NA
"1076669" "C0478312" "ENG" "P" "L0730692" "PF" "S0914648" "Y" "A0971666" NA "" "" "ICD10" "PT" "S65.9" "Injury of unspecified blood vessel at wrist and hand level" 3 "N" NA NA
"1076670" "C0478312" "ENG" "S" "L0730693" "PF" "S0914356" "N" "A0971085" NA "" "" "ICD10" "HT" "S65" "Injury of blood vessels at wrist and hand level" 3 "N" NA NA
"1076677" "C0478313" "ENG" "P" "L0732067" "PF" "S0914393" "Y" "A0971153" NA "" "" "ICD10" "PT" "S66.3" "Injury of extensor muscle and tendon of other finger at wrist and hand level" 3 "N" NA NA
"1076681" "C0478314" "ENG" "P" "L0732075" "PF" "S0914428" "Y" "A0971221" NA "" "" "ICD10" "PT" "S66.5" "Injury of intrinsic muscle and tendon of other finger at wrist and hand level" 3 "N" NA NA
"1076685" "C0478315" "ENG" "P" "L0732225" "PF" "S0914545" "Y" "A0971487" NA "" "" "ICD10" "PT" "S66.8" "Injury of other muscles and tendons at wrist and hand level" 3 "N" NA NA
"1076690" "C0478316" "ENG" "P" "L0732226" "PF" "S0914664" "Y" "A0971698" NA "" "" "ICD10" "PT" "S66.9" "Injury of unspecified muscle and tendon at wrist and hand level" 3 "N" NA NA
"1076692" "C0478316" "ENG" "S" "L0732227" "PF" "S0914481" "Y" "A0971341" NA "" "" "ICD10" "HT" "S66" "Injury of muscle and tendon at wrist and hand level" 3 "N" NA NA
"1076697" "C0478317" "ENG" "P" "L0802043" "PF" "S0851096" "Y" "A0909866" NA "" "" "ICD10" "PT" "S67.8" "Crushing injury of other and unspecified parts of wrist and hand" 3 "N" NA NA
"1076700" "C0478318" "ENG" "P" "L0693527" "PF" "S1049556" "Y" "A1107261" NA "" "" "ICD10" "PT" "S68.2" "Traumatic amputation of two or more fingers alone (complete) (partial)" 3 "N" NA NA
"1076705" "C0478319" "ENG" "P" "L0695721" "PF" "S0843123" "Y" "A0901350" NA "" "" "ICD10" "PT" "S68.3" "Combined traumatic amputation of (part of) finger(s) with other parts of wrist and hand" 3 "N" NA NA
"1076709" "C0478320" "ENG" "P" "L0695819" "PF" "S1049541" "Y" "A1107236" NA "" "" "ICD10" "PT" "S68.8" "Traumatic amputation of other parts of wrist and hand" 3 "N" NA NA
"1076714" "C0478321" "ENG" "P" "L0695816" "PF" "S1049565" "Y" "A1107278" NA "" "" "ICD10" "PT" "S68.9" "Traumatic amputation of wrist and hand, level unspecified" 3 "N" NA NA
"1076716" "C0478321" "ENG" "S" "L0695821" "PF" "S1049564" "Y" "A1107276" NA "" "" "ICD10" "HT" "S68" "Traumatic amputation of wrist and hand" 3 "N" NA NA
"1076722" "C0478322" "ENG" "P" "L0850174" "PF" "S0975484" "Y" "A1033796" NA "" "" "ICD10" "PT" "S69.8" "Other specified injuries of wrist and hand" 3 "N" NA NA
"1076727" "C0478323" "ENG" "P" "L0852780" "PF" "S0976676" "Y" "A1035127" NA "" "" "ICD10" "PT" "S70.8" "Other superficial injuries of hip and thigh" 3 "N" NA NA
"1076731" "C0478325" "ENG" "P" "L0836682" "PF" "S0888388" "Y" "A0946934" NA "" "" "ICD10" "PT" "S72.8" "Fractures of other parts of femur" 3 "N" NA NA
"1076737" "C0478326" "ENG" "P" "L0732268" "PF" "S0914548" "Y" "A0971497" NA "" "" "ICD10" "PT" "S74.8" "Injury of other nerves at hip and thigh level" 3 "N" NA NA
"1076743" "C0478327" "ENG" "P" "L0732271" "PF" "S0914672" "Y" "A0971715" NA "" "" "ICD10" "PT" "S74.9" "Injury of unspecified nerve at hip and thigh level" 3 "N" NA NA
"1076744" "C0478327" "ENG" "S" "L0732270" "PF" "S0914507" "N" "A0971401" NA "" "" "ICD10" "HT" "S74" "Injury of nerves at hip and thigh level" 3 "N" NA NA
"1076752" "C0478328" "ENG" "P" "L0730695" "PF" "S0914527" "Y" "A0971441" NA "" "" "ICD10" "PT" "S75.8" "Injury of other blood vessels at hip and thigh level" 3 "N" NA NA
"1076758" "C0478329" "ENG" "P" "L0730696" "PF" "S0914643" "Y" "A0971654" NA "" "" "ICD10" "PT" "S75.9" "Injury of unspecified blood vessel at hip and thigh level" 3 "N" NA NA
"1076759" "C0478329" "ENG" "S" "L0730697" "PF" "S0914352" "N" "A0971076" NA "" "" "ICD10" "HT" "S75" "Injury of blood vessels at hip and thigh level" 3 "N" NA NA
"1076766" "C0478330" "ENG" "P" "L0732319" "PF" "S0914520" "Y" "A0971422" NA "" "" "ICD10" "PT" "S76.4" "Injury of other and unspecified muscles and tendons at thigh level" 3 "N" NA NA
"1076772" "C0478331" "ENG" "P" "L0852779" "PF" "S0975474" "Y" "A1033773" NA "" "" "ICD10" "PT" "S79.8" "Other specified injuries of hip and thigh" 3 "N" NA NA
"1076774" "C0478331" "ENG" "P" "L0852779" "VO" "S0970543" "Y" "A1027354" NA "" "" "ICD10" "HT" "S79" "Other and specified injuries of hip and thigh" 3 "N" NA NA
"1076779" "C0478332" "ENG" "S" "L0858543" "PF" "S0913969" "Y" "A0970653" NA "" "" "ICD10" "HT" "S80-S89.9" "Injuries to the knee and lower leg" 3 "N" NA NA
"1076782" "C0478333" "ENG" "P" "L0797988" "PF" "S0847913" "Y" "A0906509" NA "" "" "ICD10" "PT" "S80.1" "Contusion of other and unspecified parts of lower leg" 3 "N" NA NA
"1076788" "C0478334" "ENG" "P" "L0858562" "PF" "S0976677" "Y" "A1035131" NA "" "" "ICD10" "PT" "S80.8" "Other superficial injuries of lower leg" 3 "N" 256 NA
"1076793" "C0478335" "ENG" "P" "L1225820" "PF" "S0966515" "Y" "A1023190" NA "" "" "ICD10" "PT" "S81.8" "Open wound of other parts of lower leg" 3 "N" NA NA
"1076797" "C0478336" "ENG" "P" "L0842396" "PF" "S0888389" "Y" "A0946937" NA "" "" "ICD10" "PT" "S82.8" "Fractures of other parts of lower leg" 3 "N" NA NA
"1076802" "C0478337" "ENG" "P" "L0863178" "PF" "S1032656" "Y" "A1090223" NA "" "" "ICD10" "PT" "S83.6" "Sprain and strain of other and unspecified parts of knee" 3 "N" NA NA
"1076808" "C0478338" "ENG" "P" "L0732312" "PF" "S0914549" "Y" "A0971500" NA "" "" "ICD10" "PT" "S84.8" "Injury of other nerves at lower leg level" 3 "N" NA NA
"1076814" "C0478339" "ENG" "P" "L0732315" "PF" "S0914673" "Y" "A0971718" NA "" "" "ICD10" "PT" "S84.9" "Injury of unspecified nerve at lower leg level" 3 "N" NA NA
"1076815" "C0478339" "ENG" "S" "L0732311" "PF" "S0914508" "N" "A0971403" NA "" "" "ICD10" "HT" "S84" "Injury of nerves at lower leg level" 3 "N" NA NA
"1076823" "C0478340" "ENG" "P" "L0730699" "PF" "S0914528" "Y" "A0971444" NA "" "" "ICD10" "PT" "S85.8" "Injury of other blood vessels at lower leg level" 3 "N" NA NA
"1076828" "C0478342" "ENG" "P" "L0732213" "PF" "S0914539" "Y" "A0971473" NA "" "" "ICD10" "PT" "S86.1" "Injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level" 3 "N" NA NA
"1076833" "C0478343" "ENG" "P" "L0732308" "PF" "S0914543" "Y" "A0971481" NA "" "" "ICD10" "PT" "S86.8" "Injury of other muscles and tendons at lower leg level" 3 "N" NA NA
"1076837" "C0478344" "ENG" "P" "L0802072" "PF" "S0851095" "Y" "A0909863" NA "" "" "ICD10" "PT" "S87.8" "Crushing injury of other and unspecified parts of lower leg" 3 "N" NA NA
"1076842" "C0478345" "ENG" "P" "L0858561" "PF" "S0975476" "Y" "A1033777" NA "" "" "ICD10" "PT" "S89.8" "Other specified injuries of lower leg" 3 "N" 256 NA
"1076846" "C0478346" "ENG" "P" "L0842397" "PF" "S0888217" "Y" "A0946702" NA "" "" "ICD10" "PT" "S82.9" "Fracture of lower leg, part unspecified" 3 "N" NA NA
"1076851" "C0478347" "ENG" "P" "L0695844" "PF" "S1049533" "N" "A1107214" NA "" "" "ICD10" "PT" "S88.9" "Traumatic amputation of lower leg, level unspecified" 3 "N" 256 NA
"1076856" "C0478347" "ENG" "S" "L0695845" "PF" "S1049532" "N" "A1107212" NA "" "" "ICD10" "HT" "S88" "Traumatic amputation of lower leg" 3 "N" 256 NA
"1076860" "C0478347" "ENG" "S" "L0695851" "PF" "S1049534" "Y" "A1107217" NA "" "" "ICD10" "PT" "T13.6" "Traumatic amputation of lower limb, level unspecified" 3 "N" NA NA
"1076868" "C0478348" "ENG" "P" "L0797975" "PF" "S0847911" "Y" "A0906503" NA "" "" "ICD10" "PT" "S90.3" "Contusion of other and unspecified parts of foot" 3 "N" NA NA
"1076872" "C0478350" "ENG" "P" "L1225745" "PF" "S0966511" "Y" "A1023178" NA "" "" "ICD10" "PT" "S91.3" "Open wound of other parts of foot" 3 "N" NA NA
"1076876" "C0478352" "ENG" "P" "L0754130" "PF" "S0888257" "Y" "A0946777" NA "" "" "ICD10" "PT" "S92.2" "Fracture of other tarsal bone(s)" 3 "N" NA NA
"1076880" "C0478353" "ENG" "P" "L0815188" "PF" "S0860616" "Y" "A0919093" NA "" "" "ICD10" "PT" "S93.3" "Dislocation of other and unspecified parts of foot" 3 "N" NA NA
"1076884" "C0478354" "ENG" "P" "L0841298" "PF" "S1032654" "Y" "A1090218" NA "" "" "ICD10" "PT" "S93.6" "Sprain and strain of other and unspecified parts of foot" 3 "N" NA NA
"1076890" "C0478355" "ENG" "P" "L0701989" "PF" "S0914546" "Y" "A0971490" NA "" "" "ICD10" "PT" "S94.8" "Injury of other nerves at ankle and foot level" 3 "N" NA NA
"1076895" "C0478357" "ENG" "P" "L0701966" "PF" "S0914525" "Y" "A0971434" NA "" "" "ICD10" "PT" "S95.8" "Injury of other blood vessels at ankle and foot level" 3 "N" NA NA
"1076899" "C0478359" "ENG" "P" "L0701985" "PF" "S0914542" "Y" "A0971478" NA "" "" "ICD10" "PT" "S96.8" "Injury of other muscles and tendons at ankle and foot level" 3 "N" NA NA
"1076904" "C0478361" "ENG" "P" "L0702169" "PF" "S0851097" "Y" "A0909869" NA "" "" "ICD10" "PT" "S97.8" "Crushing injury of other parts of ankle and foot" 3 "N" NA NA
"1076908" "C0478362" "ENG" "P" "L0695864" "PF" "S1049558" "Y" "A1107264" NA "" "" "ICD10" "PT" "S98.2" "Traumatic amputation of two or more toes" 3 "N" NA NA
"1076912" "C0478363" "ENG" "P" "L0695802" "PF" "S1049539" "Y" "A1107230" NA "" "" "ICD10" "PT" "S98.3" "Traumatic amputation of other parts of foot" 3 "N" NA NA
"1076917" "C0478364" "ENG" "P" "L0702264" "PF" "S0975469" "Y" "A1033763" NA "" "" "ICD10" "PT" "S99.8" "Other specified injuries of ankle and foot" 3 "N" NA NA
"1076921" "C0478365" "ENG" "S" "L0752966" "PF" "S0913955" "Y" "A0970624" NA "" "" "ICD10" "HT" "T00-T07.9" "Injuries involving multiple body regions" 3 "N" NA NA
"1076924" "C0478366" "ENG" "P" "L0752083" "PF" "S1036991" "Y" "A1094575" NA "" "" "ICD10" "PT" "T00.8" "Superficial injuries involving other combinations of body regions" 3 "N" NA NA
"1076928" "C0478367" "ENG" "P" "L0752084" "PF" "S0966590" "Y" "A1023303" NA "" "" "ICD10" "PT" "T01.8" "Open wounds involving other combinations of body regions" 3 "N" NA NA
"1076932" "C0478368" "ENG" "P" "L0752081" "PF" "S0888384" "Y" "A0946924" NA "" "" "ICD10" "PT" "T02.8" "Fractures involving other combinations of body regions" 3 "N" NA NA
"1076936" "C0478369" "ENG" "P" "L0752080" "PF" "S0860672" "Y" "A0919190" NA "" "" "ICD10" "PT" "T03.8" "Dislocations, sprains and strains involving other combinations of body regions" 3 "N" NA NA
"1076940" "C0478370" "ENG" "P" "L0815414" "PF" "S0949574" "Y" "A1006002" NA "" "" "ICD10" "PT" "T03.9" "Multiple dislocations, sprains and strains, unspecified" 3 "N" NA NA
"1076944" "C0478371" "ENG" "P" "L0752079" "PF" "S0851075" "Y" "A0909823" NA "" "" "ICD10" "PT" "T04.8" "Crushing injuries involving other combinations of body regions" 3 "N" NA NA
"1076948" "C0478372" "ENG" "P" "L0695684" "PF" "S1049607" "Y" "A1107323" NA "" "" "ICD10" "PT" "T05.8" "Traumatic amputations involving other combinations of body regions" 3 "N" NA NA
"1076952" "C0478373" "ENG" "P" "L0752965" "PF" "S0975466" "Y" "A1033756" NA "" "" "ICD10" "PT" "T06.8" "Other specified injuries involving multiple body regions" 3 "N" NA NA
"1076956" "C0478374" "ENG" "P" "L0695867" "PF" "S0949751" "Y" "A1006261" NA "" "" "ICD10" "PT" "T05.9" "Multiple traumatic amputations, unspecified" 3 "N" NA NA
"1076959" "C0478375" "ENG" "P" "L0752971" "PF" "S0913974" "Y" "A0970666" NA "" "" "ICD10" "HT" "T08-T14.9" "Injuries to unspecified part of trunk, limb or body region" 3 "N" NA NA
"1076962" "C0478376" "ENG" "P" "L0815336" "PF" "S0860662" "Y" "A0919168" NA "" "" "ICD10" "PT" "T09.2" "Dislocation, sprain and strain of unspecified joint and ligament of trunk" 3 "N" NA NA
"1076966" "C0478378" "ENG" "P" "L0858587" "PF" "S0975483" "Y" "A1033794" NA "" "" "ICD10" "PT" "T11.8" "Other specified injuries of upper limb, level unspecified" 3 "N" NA NA
"1076970" "C0478385" "ENG" "P" "L0752976" "PF" "S1037097" "Y" "A1094720" NA "" "" "ICD10" "PT" "T14.0" "Superficial injury of unspecified body region" 3 "N" NA NA
"1076975" "C0478386" "ENG" "P" "L0753101" "PF" "S0966549" "Y" "A1023247" NA "" "" "ICD10" "PT" "T14.1" "Open wound of unspecified body region" 3 "N" NA NA
"1076979" "C0478387" "ENG" "P" "L0752863" "PF" "S0888304" "Y" "A0946842" NA "" "" "ICD10" "PT" "T14.2" "Fracture of unspecified body region" 3 "N" NA NA
"1076983" "C0478388" "ENG" "P" "L0752459" "PF" "S0860659" "Y" "A0919162" NA "" "" "ICD10" "PT" "T14.3" "Dislocation, sprain and strain of unspecified body region" 3 "N" NA NA
"1076987" "C0478391" "ENG" "P" "L0752972" "PF" "S0914494" "Y" "A0971372" NA "" "" "ICD10" "PT" "T14.6" "Injury of muscles and tendons of unspecified body region" 3 "N" NA NA
"1076991" "C0478392" "ENG" "P" "L0695686" "PF" "S0851079" "Y" "A0909833" NA "" "" "ICD10" "PT" "T14.7" "Crushing injury and traumatic amputation of unspecified body region" 3 "N" NA NA
"1076995" "C0478393" "ENG" "P" "L0752975" "PF" "S0972593" "Y" "A1030262" NA "" "" "ICD10" "PT" "T14.8" "Other injuries of unspecified body region" 3 "N" NA NA
"1077001" "C0478394" "ENG" "P" "L0858667" "PF" "S0914668" "Y" "A0971705" NA "" "" "ICD10" "PT" "T09.5" "Injury of unspecified muscle and tendon of trunk" 3 "N" NA NA
"1077005" "C0478395" "ENG" "P" "L0815333" "PF" "S0860663" "Y" "A0919171" NA "" "" "ICD10" "PT" "T11.2" "Dislocation, sprain and strain of unspecified joint and ligament of upper limb, level unspecified" 3 "N" NA NA
"1077009" "C0478396" "ENG" "P" "L0858586" "PF" "S0914682" "Y" "A0971736" NA "" "" "ICD10" "PT" "T11.3" "Injury of unspecified nerve of upper limb, level unspecified" 3 "N" NA NA
"1077013" "C0478398" "ENG" "P" "L0858590" "PF" "S1054751" "Y" "A1112563" NA "" "" "ICD10" "PT" "T11.9" "Unspecified injury of upper limb, level unspecified" 3 "N" NA NA
"1077017" "C0478399" "ENG" "S" "L0752515" "PF" "S0867995" "Y" "A0926245" NA "" "" "ICD10" "HT" "T15-T19.9" "Effects of foreign body entering through natural orifice" 3 "N" NA NA
"1077018" "C0478403" "ENG" "P" "L0761543" "PF" "S0823994" "Y" "A0883673" NA "" "" "ICD10" "HT" "T20-T32.9" "Burns and corrosions" 3 "N" NA NA
"1077021" "C0478404" "ENG" "P" "L0683242" "PF" "S0823578" "Y" "A0883254" NA "" "" "ICD10" "PT" "T26.3" "Burn of other parts of eye and adnexa" 3 "N" NA NA
"1077025" "C0478405" "ENG" "P" "L0683250" "PF" "S0849080" "Y" "A0907727" NA "" "" "ICD10" "PT" "T26.8" "Corrosion of other parts of eye and adnexa" 3 "N" NA NA
"1077031" "C0478406" "ENG" "P" "L0762071" "PF" "S0823579" "Y" "A0883256" NA "" "" "ICD10" "PT" "T27.2" "Burn of other parts of respiratory tract" 3 "N" 256 NA
"1077035" "C0478407" "ENG" "P" "L0799438" "PF" "S0849081" "Y" "A0907728" NA "" "" "ICD10" "PT" "T27.6" "Corrosion of other parts of respiratory tract" 3 "N" 256 NA
"1077040" "C0478408" "ENG" "P" "L0692608" "PF" "S0823577" "Y" "A0883251" NA "" "" "ICD10" "PT" "T28.2" "Burn of other parts of alimentary tract" 3 "N" 256 NA
"1077044" "C0478410" "ENG" "P" "L0692617" "PF" "S0849079" "Y" "A0907725" NA "" "" "ICD10" "PT" "T28.7" "Corrosion of other parts of alimentary tract" 3 "N" 256 NA
"1077047" "C0478411" "ENG" "P" "L0799433" "PF" "S0849078" "Y" "A0907724" NA "" "" "ICD10" "PT" "T28.9" "Corrosion of other and unspecified internal organs" 3 "N" NA NA
"1077051" "C0478412" "ENG" "P" "L0730827" "PF" "S0824009" "Y" "A0883699" NA "" "" "ICD10" "PT" "T29.3" "Burns of multiple regions, at least one burn of third degree mentioned" 3 "N" NA NA
"1077055" "C0478413" "ENG" "P" "L0731674" "PF" "S0849133" "Y" "A0907809" NA "" "" "ICD10" "PT" "T29.7" "Corrosions of multiple regions, at least one corrosion of third degree mentioned" 3 "N" NA NA
"1077060" "C0478414" "ENG" "P" "L0751727" "PF" "S0823602" "Y" "A0883282" NA "" "" "ICD10" "PT" "T30.0" "Burn of unspecified body region, unspecified degree" 3 "N" NA NA
"1077066" "C0478415" "ENG" "P" "L0752143" "PF" "S0849097" "Y" "A0907758" NA "" "" "ICD10" "PT" "T30.4" "Corrosion of unspecified body region, unspecified degree" 3 "N" NA NA
